"_id","_labels","intersection_location","osmid","street_count","_start","_end","_type","lanes","oneway","road_highway","road_length","road_name","road_osmid"
"2974",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9774155,""longitude"":30.3143505,""height"":null}","5581489058","4",,,,,,,,,
"2975",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9775273,""longitude"":30.3138197,""height"":null}","5581489059","4",,,,,,,,,
"2976",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9776354,""longitude"":30.313324,""height"":null}","5581489060","4",,,,,,,,,
"2977",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9780189,""longitude"":30.3113928,""height"":null}","5581489061","4",,,,,,,,,
"2978",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9755041,""longitude"":30.3093132,""height"":null}","5581489062","4",,,,,,,,,
"2979",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9749565,""longitude"":30.3097677,""height"":null}","5581489063","4",,,,,,,,,
"2980",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9739419,""longitude"":30.3109059,""height"":null}","5581489064","4",,,,,,,,,
"2981",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9735119,""longitude"":30.3163952,""height"":null}","5581489066","4",,,,,,,,,
"2982",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972729,""longitude"":30.3193447,""height"":null}","5596789393","1",,,,,,,,,
"2983",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9727252,""longitude"":30.3199856,""height"":null}","5596789394","3",,,,,,,,,
"2984",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9704888,""longitude"":30.309847,""height"":null}","5629291626","2",,,,,,,,,
"2985",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970308,""longitude"":30.3112089,""height"":null}","5629291642","3",,,,,,,,,
"2986",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970401,""longitude"":30.3108956,""height"":null}","5629291643","2",,,,,,,,,
"2987",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697026,""longitude"":30.3104123,""height"":null}","5629291646","5",,,,,,,,,
"2988",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9696233,""longitude"":30.3102683,""height"":null}","5629291647","2",,,,,,,,,
"2989",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9770625,""longitude"":30.3155532,""height"":null}","5650455805","1",,,,,,,,,
"2990",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9770802,""longitude"":30.3154845,""height"":null}","5650455807","1",,,,,,,,,
"2991",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9771785,""longitude"":30.3144259,""height"":null}","5650460973","1",,,,,,,,,
"2992",":Intersection","{""crs"":""wgs-84"",""latitude"":59.97719,""longitude"":30.3141698,""height"":null}","5650460975","3",,,,,,,,,
"2993",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9771626,""longitude"":30.3142997,""height"":null}","5650460976","4",,,,,,,,,
"2994",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9771421,""longitude"":30.3143962,""height"":null}","5650460977","1",,,,,,,,,
"2995",":Intersection","{""crs"":""wgs-84"",""latitude"":59.976451,""longitude"":30.3142202,""height"":null}","5650462687","2",,,,,,,,,
"2996",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9764333,""longitude"":30.314039,""height"":null}","5650462691","1",,,,,,,,,
"2997",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9738364,""longitude"":30.3206875,""height"":null}","5650467657","4",,,,,,,,,
"2998",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9738249,""longitude"":30.3207606,""height"":null}","5650467658","3",,,,,,,,,
"2999",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697494,""longitude"":30.3268898,""height"":null}","5705968358","2",,,,,,,,,
"3000",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9701937,""longitude"":30.3268822,""height"":null}","5705968359","3",,,,,,,,,
"3001",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9699111,""longitude"":30.3281307,""height"":null}","5705968360","3",,,,,,,,,
"3002",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9699809,""longitude"":30.3280989,""height"":null}","5705968361","2",,,,,,,,,
"3003",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9700762,""longitude"":30.3286346,""height"":null}","5705968362","2",,,,,,,,,
"3004",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9698436,""longitude"":30.3287849,""height"":null}","5705968363","2",,,,,,,,,
"3005",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9691108,""longitude"":30.3263578,""height"":null}","5705970277","2",,,,,,,,,
"3006",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689265,""longitude"":30.3267804,""height"":null}","5705970278","2",,,,,,,,,
"3007",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9694292,""longitude"":30.3258904,""height"":null}","5705973699","2",,,,,,,,,
"3008",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9695021,""longitude"":30.3260514,""height"":null}","5705973700","2",,,,,,,,,
"3009",":Intersection","{""crs"":""wgs-84"",""latitude"":59.969713,""longitude"":30.3268248,""height"":null}","5705973701","2",,,,,,,,,
"3010",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689842,""longitude"":30.3282525,""height"":null}","5714367015","2",,,,,,,,,
"3011",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9688653,""longitude"":30.3285525,""height"":null}","5714367016","2",,,,,,,,,
"3012",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9685155,""longitude"":30.3304547,""height"":null}","5714373490","2",,,,,,,,,
"3013",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9679014,""longitude"":30.3311612,""height"":null}","5714373491","2",,,,,,,,,
"3014",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9679307,""longitude"":30.3312803,""height"":null}","5714373492","2",,,,,,,,,
"3015",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9679527,""longitude"":30.3312991,""height"":null}","5714373493","2",,,,,,,,,
"3016",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9680012,""longitude"":30.3312189,""height"":null}","5714373494","2",,,,,,,,,
"3017",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9680151,""longitude"":30.3311171,""height"":null}","5714373495","2",,,,,,,,,
"3018",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9679893,""longitude"":30.3308769,""height"":null}","5714373496","2",,,,,,,,,
"3019",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9699498,""longitude"":30.3210274,""height"":null}","5731677237","1",,,,,,,,,
"3020",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697158,""longitude"":30.3211999,""height"":null}","5731677238","3",,,,,,,,,
"3021",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9705612,""longitude"":30.3270799,""height"":null}","5731678877","2",,,,,,,,,
"3022",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970858,""longitude"":30.3266951,""height"":null}","5731678878","2",,,,,,,,,
"3023",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970687,""longitude"":30.3269714,""height"":null}","5731678880","2",,,,,,,,,
"3024",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970674,""longitude"":30.32695,""height"":null}","5731678881","2",,,,,,,,,
"3025",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711799,""longitude"":30.3257839,""height"":null}","5833171750","1",,,,,,,,,
"3026",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711977,""longitude"":30.3257551,""height"":null}","5833171751","2",,,,,,,,,
"3027",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711944,""longitude"":30.3256925,""height"":null}","5833171752","2",,,,,,,,,
"3028",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711643,""longitude"":30.3256349,""height"":null}","5833171753","2",,,,,,,,,
"3029",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710011,""longitude"":30.3251262,""height"":null}","5833171754","3",,,,,,,,,
"3030",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710251,""longitude"":30.3252363,""height"":null}","5833171755","2",,,,,,,,,
"3031",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710393,""longitude"":30.3252623,""height"":null}","5833171756","2",,,,,,,,,
"3032",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710727,""longitude"":30.325248,""height"":null}","5833171757","2",,,,,,,,,
"3033",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971102,""longitude"":30.3252959,""height"":null}","5833171758","2",,,,,,,,,
"3034",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711557,""longitude"":30.3255472,""height"":null}","5833171759","4",,,,,,,,,
"3035",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711795,""longitude"":30.3255273,""height"":null}","5833171760","1",,,,,,,,,
"3036",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710388,""longitude"":30.3256488,""height"":null}","5833171761","3",,,,,,,,,
"3037",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709181,""longitude"":30.3232146,""height"":null}","5833171762","2",,,,,,,,,
"3038",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708724,""longitude"":30.3232844,""height"":null}","5833171763","2",,,,,,,,,
"3039",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708165,""longitude"":30.3230747,""height"":null}","5833171764","2",,,,,,,,,
"3040",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709005,""longitude"":30.3232591,""height"":null}","5833171765","2",,,,,,,,,
"3041",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708176,""longitude"":30.3232504,""height"":null}","5833171766","2",,,,,,,,,
"3042",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970843,""longitude"":30.3232808,""height"":null}","5833171767","2",,,,,,,,,
"3043",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708286,""longitude"":30.3230551,""height"":null}","5833171770","2",,,,,,,,,
"3044",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708069,""longitude"":30.3231005,""height"":null}","5833171771","2",,,,,,,,,
"3045",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708011,""longitude"":30.323129,""height"":null}","5833171772","2",,,,,,,,,
"3046",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970799,""longitude"":30.3231642,""height"":null}","5833171773","2",,,,,,,,,
"3047",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970803,""longitude"":30.3232053,""height"":null}","5833171774","3",,,,,,,,,
"3048",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708087,""longitude"":30.3232285,""height"":null}","5833171775","2",,,,,,,,,
"3049",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970828,""longitude"":30.3232669,""height"":null}","5833171776","2",,,,,,,,,
"3050",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708578,""longitude"":30.3232861,""height"":null}","5833171777","2",,,,,,,,,
"3051",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709099,""longitude"":30.3232405,""height"":null}","5833171778","2",,,,,,,,,
"3052",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709228,""longitude"":30.3231863,""height"":null}","5833171779","2",,,,,,,,,
"3053",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709239,""longitude"":30.3231546,""height"":null}","5833171780","2",,,,,,,,,
"3054",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709202,""longitude"":30.3231183,""height"":null}","5833171781","2",,,,,,,,,
"3055",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709137,""longitude"":30.3230926,""height"":null}","5833171782","2",,,,,,,,,
"3056",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970902,""longitude"":30.3230663,""height"":null}","5833171783","2",,,,,,,,,
"3057",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970889,""longitude"":30.3230492,""height"":null}","5833171784","2",,,,,,,,,
"3058",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708724,""longitude"":30.3230384,""height"":null}","5833174285","2",,,,,,,,,
"3059",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708579,""longitude"":30.3230367,""height"":null}","5833174286","2",,,,,,,,,
"3060",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706178,""longitude"":30.3218735,""height"":null}","5833174287","3",,,,,,,,,
"3061",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706739,""longitude"":30.3218255,""height"":null}","5833174288","2",,,,,,,,,
"3062",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9707308,""longitude"":30.3217702,""height"":null}","5833174289","2",,,,,,,,,
"3063",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708122,""longitude"":30.3217438,""height"":null}","5833174290","2",,,,,,,,,
"3064",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708678,""longitude"":30.3216831,""height"":null}","5833174291","2",,,,,,,,,
"3065",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708786,""longitude"":30.3216281,""height"":null}","5833174292","2",,,,,,,,,
"3066",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9705948,""longitude"":30.3217531,""height"":null}","5833174293","3",,,,,,,,,
"3067",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970364,""longitude"":30.321927,""height"":null}","5833174294","3",,,,,,,,,
"3068",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9703092,""longitude"":30.3201205,""height"":null}","5833174295","3",,,,,,,,,
"3069",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9778948,""longitude"":30.3093484,""height"":null}","5923022844","3",,,,,,,,,
"3070",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9778345,""longitude"":30.3096401,""height"":null}","5923022845","3",,,,,,,,,
"3071",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9779537,""longitude"":30.3099619,""height"":null}","5923022846","3",,,,,,,,,
"3072",":Intersection","{""crs"":""wgs-84"",""latitude"":59.968667,""longitude"":30.3169614,""height"":null}","5966370297","3",,,,,,,,,
"3073",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689166,""longitude"":30.3170963,""height"":null}","5966370298","3",,,,,,,,,
"3074",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9688848,""longitude"":30.3173892,""height"":null}","5966370299","3",,,,,,,,,
"3075",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9692245,""longitude"":30.3175889,""height"":null}","5966370300","3",,,,,,,,,
"3076",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9690998,""longitude"":30.3170464,""height"":null}","5966370302","2",,,,,,,,,
"3077",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9692862,""longitude"":30.3171531,""height"":null}","5966370303","3",,,,,,,,,
"3078",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9692194,""longitude"":30.3176133,""height"":null}","5966370304","2",,,,,,,,,
"3079",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697968,""longitude"":30.3179562,""height"":null}","5966370305","3",,,,,,,,,
"3080",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9698086,""longitude"":30.3126408,""height"":null}","5975015943","2",,,,,,,,,
"3081",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697571,""longitude"":30.312512,""height"":null}","5975015944","2",,,,,,,,,
"3082",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9695773,""longitude"":30.3124252,""height"":null}","5975015945","2",,,,,,,,,
"3083",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9694445,""longitude"":30.3123591,""height"":null}","5975015946","2",,,,,,,,,
"3084",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9693012,""longitude"":30.3122829,""height"":null}","5975015947","2",,,,,,,,,
"3085",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9691823,""longitude"":30.3122237,""height"":null}","5975015948","2",,,,,,,,,
"3086",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9691579,""longitude"":30.3122134,""height"":null}","5975015949","4",,,,,,,,,
"3087",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9691076,""longitude"":30.3121921,""height"":null}","5975015950","1",,,,,,,,,
"3088",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740161,""longitude"":30.3206824,""height"":null}","5998396728","1",,,,,,,,,
"3089",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9738806,""longitude"":30.3206117,""height"":null}","5998396729","3",,,,,,,,,
"3090",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9750004,""longitude"":30.3219906,""height"":null}","5998581213","2",,,,,,,,,
"3091",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9750621,""longitude"":30.3219569,""height"":null}","5998581214","2",,,,,,,,,
"3092",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757716,""longitude"":30.3222861,""height"":null}","5998581215","2",,,,,,,,,
"3093",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9758652,""longitude"":30.3224283,""height"":null}","5998581216","2",,,,,,,,,
"3094",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9752269,""longitude"":30.3241753,""height"":null}","5998581217","3",,,,,,,,,
"3095",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9750322,""longitude"":30.3246317,""height"":null}","5998581218","2",,,,,,,,,
"3096",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9749704,""longitude"":30.3246916,""height"":null}","5998581219","2",,,,,,,,,
"3097",":Intersection","{""crs"":""wgs-84"",""latitude"":59.974888,""longitude"":30.3246579,""height"":null}","5998581220","3",,,,,,,,,
"3098",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9744968,""longitude"":30.3240519,""height"":null}","5998581221","2",,,,,,,,,
"3099",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9747214,""longitude"":30.3234458,""height"":null}","5998581222","2",,,,,,,,,
"3100",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9745024,""longitude"":30.3252565,""height"":null}","5998581223","2",,,,,,,,,
"3101",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9742029,""longitude"":30.3247739,""height"":null}","5998581224","1",,,,,,,,,
"3102",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9745891,""longitude"":30.3251244,""height"":null}","5998581225","3",,,,,,,,,
"3103",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9744519,""longitude"":30.3249011,""height"":null}","5998581226","1",,,,,,,,,
"3104",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9748695,""longitude"":30.3223341,""height"":null}","5998581227","3",,,,,,,,,
"3105",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9750902,""longitude"":30.322649,""height"":null}","5998581228","1",,,,,,,,,
"3106",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9744558,""longitude"":30.3209824,""height"":null}","5998895377","3",,,,,,,,,
"3107",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697682,""longitude"":30.3174395,""height"":null}","6001231559","3",,,,,,,,,
"3108",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697624,""longitude"":30.3171962,""height"":null}","6001231562","2",,,,,,,,,
"3109",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697429,""longitude"":30.3171265,""height"":null}","6001231563","2",,,,,,,,,
"3110",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9696939,""longitude"":30.3169937,""height"":null}","6001231564","2",,,,,,,,,
"3111",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697174,""longitude"":30.3170849,""height"":null}","6001231566","2",,,,,,,,,
"3112",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9712795,""longitude"":30.3067329,""height"":null}","6022749872","2",,,,,,,,,
"3113",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9718375,""longitude"":30.2984042,""height"":null}","6034723366","3",,,,,,,,,
"3114",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9744054,""longitude"":30.3192534,""height"":null}","6041964965","1",,,,,,,,,
"3115",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9744606,""longitude"":30.3209413,""height"":null}","6041964969","1",,,,,,,,,
"3116",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740271,""longitude"":30.3198234,""height"":null}","6041987264","2",,,,,,,,,
"3117",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740515,""longitude"":30.3198219,""height"":null}","6041987265","2",,,,,,,,,
"3118",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9739977,""longitude"":30.3192203,""height"":null}","6041987268","1",,,,,,,,,
"3119",":Intersection","{""crs"":""wgs-84"",""latitude"":59.974185,""longitude"":30.3191146,""height"":null}","6041987269","2",,,,,,,,,
"3120",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9741538,""longitude"":30.3191108,""height"":null}","6041987270","3",,,,,,,,,
"3121",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9741254,""longitude"":30.3191428,""height"":null}","6041987271","2",,,,,,,,,
"3122",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740552,""longitude"":30.3195749,""height"":null}","6041987272","2",,,,,,,,,
"3123",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740562,""longitude"":30.3196367,""height"":null}","6041987273","2",,,,,,,,,
"3124",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740748,""longitude"":30.3196709,""height"":null}","6041987274","2",,,,,,,,,
"3125",":Intersection","{""crs"":""wgs-84"",""latitude"":59.974187,""longitude"":30.3195005,""height"":null}","6041987275","1",,,,,,,,,
"3126",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9739912,""longitude"":30.3196992,""height"":null}","6042042654","3",,,,,,,,,
"3127",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740977,""longitude"":30.3197691,""height"":null}","6042042655","2",,,,,,,,,
"3128",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740069,""longitude"":30.319847,""height"":null}","6042042656","2",,,,,,,,,
"3129",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9742019,""longitude"":30.3198361,""height"":null}","6042042657","1",,,,,,,,,
"3130",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740262,""longitude"":30.3194739,""height"":null}","6042054348","3",,,,,,,,,
"3131",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740628,""longitude"":30.3197449,""height"":null}","6042054349","4",,,,,,,,,
"3132",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9741735,""longitude"":30.319572,""height"":null}","6042054350","1",,,,,,,,,
"3133",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9742929,""longitude"":30.3191825,""height"":null}","6042294614","2",,,,,,,,,
"3134",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9742771,""longitude"":30.3191726,""height"":null}","6042294615","2",,,,,,,,,
"3135",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740677,""longitude"":30.3195022,""height"":null}","6042729585","4",,,,,,,,,
"3136",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740801,""longitude"":30.3194285,""height"":null}","6042729586","3",,,,,,,,,
"3137",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9741904,""longitude"":30.2948171,""height"":null}","6044150956","4",,,,,,,,,
"3138",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9741608,""longitude"":30.2948587,""height"":null}","6044150957","3",,,,,,,,,
"3139",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757715,""longitude"":30.2998649,""height"":null}","6044151038","4",,,,,,,,,
"3140",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9759832,""longitude"":30.3003923,""height"":null}","6044151039","4",,,,,,,,,
"3141",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9755204,""longitude"":30.2990489,""height"":null}","6044151040","2",,,,,,,,,
"3142",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9727998,""longitude"":30.2908709,""height"":null}","6044152119","4",,,,,,,,,
"3143",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9703418,""longitude"":30.2912808,""height"":null}","6044156379","3",,,,,,,,,
"3144",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9731758,""longitude"":30.3010715,""height"":null}","6044166091","4",,,,,,,,,
"3145",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9726619,""longitude"":30.3009546,""height"":null}","6044166092","4",,,,,,,,,
"3146",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9731731,""longitude"":30.3008073,""height"":null}","6044166093","2",,,,,,,,,
"3147",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9726533,""longitude"":30.3062993,""height"":null}","6044166103","4",,,,,,,,,
"3148",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9733046,""longitude"":30.3047425,""height"":null}","6044167354","3",,,,,,,,,
"3149",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9733142,""longitude"":30.3047908,""height"":null}","6044167355","4",,,,,,,,,
"3150",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9738659,""longitude"":30.3207015,""height"":null}","6045101175","3",,,,,,,,,
"3151",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9712599,""longitude"":30.2917317,""height"":null}","6060522639","2",,,,,,,,,
"3152",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971187,""longitude"":30.2913005,""height"":null}","6060522640","2",,,,,,,,,
"3153",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9713039,""longitude"":30.2912206,""height"":null}","6060522641","2",,,,,,,,,
"3154",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9713773,""longitude"":30.2916543,""height"":null}","6060522642","2",,,,,,,,,
"3155",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689137,""longitude"":30.3260857,""height"":null}","6068988584","3",,,,,,,,,
"3156",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9690013,""longitude"":30.3258596,""height"":null}","6068989585","3",,,,,,,,,
"3157",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9690193,""longitude"":30.3259198,""height"":null}","6068989586","3",,,,,,,,,
"3158",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689504,""longitude"":30.3260946,""height"":null}","6068989587","3",,,,,,,,,
"3159",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689638,""longitude"":30.3258888,""height"":null}","6068989588","2",,,,,,,,,
"3160",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689985,""longitude"":30.3259721,""height"":null}","6068989589","2",,,,,,,,,
"3161",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689727,""longitude"":30.3260464,""height"":null}","6068989590","2",,,,,,,,,
"3162",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709471,""longitude"":30.3211041,""height"":null}","6069017155","2",,,,,,,,,
"3163",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709372,""longitude"":30.321112,""height"":null}","6069017156","3",,,,,,,,,
"3164",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709291,""longitude"":30.3210698,""height"":null}","6069017157","2",,,,,,,,,
"3165",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711035,""longitude"":30.32299,""height"":null}","6069024742","1",,,,,,,,,
"3166",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697853,""longitude"":30.3243856,""height"":null}","6069051465","2",,,,,,,,,
"3167",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9707424,""longitude"":30.3249097,""height"":null}","6069053608","1",,,,,,,,,
"3168",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9713199,""longitude"":30.3228259,""height"":null}","6077850701","1",,,,,,,,,
"3169",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9714956,""longitude"":30.3237757,""height"":null}","6077850702","1",,,,,,,,,
